Text,Generic Class,Original class,Source,Dialect
rana me3ak fi hed el fekera 3ala chart yekoun tasawi ma bin les quartiers te3 blida ou lazem nelehegou el machakel lel wali machi nahederou ghir binatena,non-offensive,Not abusive,(Abainia 2020),DZ
zinete el el jazair bled el kaada we eraha twahachetek ya el blida ya hanounti,non-offensive,Not abusive,(Abainia 2020),DZ
Tri9 l'9sabe ou Marcherpa ou Bourguede ou Tri9 l'ghdadoua ou bien Belkacem El Ouzri,non-offensive,Not abusive,(Abainia 2020),DZ
" Sadakni Ana ida b3athtouli Aÿ mochkil w ykono 3andi wathaek astanad ,3liha 3ib ida manchart talabakom mon frere ",non-offensive,Not abusive,(Abainia 2020),DZ
Ma akthara el ahbabi hhina taouddouhoum wa lakinahoum fi ennaibati kalilou,non-offensive,Not abusive,(Abainia 2020),DZ
Makan ni o 7aj lekhder ni yedik ni yjibek kayen ###### ou ###### ou sala7 bien sûr,non-offensive,Not abusive,(Abainia 2020),DZ
Za3ma hadou li machi m Blida w yéséknou f Blida ga3 y3awdou ywalou l wilayéthou fel 3id w rahom y3aytolhom gbala --' l'jihawiya lah yahdina -_-,non-offensive,Not abusive,(Abainia 2020),DZ
hhhhhhhhhhhh mahallabtnich beli yamek t9arii hna 3lah makontch tjibena l biyiii,non-offensive,Not abusive,(Abainia 2020),DZ
Merci okhti ###### w ykhallik daeman Mansourah passe le bonjour a votre maman kolilha kallak Khoya ad3ilou yba3ad 3lih dhollam w wlad lhram w bnat lhram,non-offensive,Not abusive,(Abainia 2020),DZ
Tchrekk hhh hadi mouda w snin w ana n7wess 3luk <3 lah ybrek 7fdhm nChlh <3,non-offensive,Not abusive,(Abainia 2020),DZ
lah yahafdo o nchallah rebii ikhelihona o yestahl koooll khir 3la wach dar lblida mor ma fesdoha hadok elkhobatha o sera9in o nchallah ikemalha haka hata ireja3 tswira ta3 blida kima kanet wrida o sahit o vive 09,non-offensive,Not abusive,(Abainia 2020),DZ
Li ya9ra fbitat i9oli bach kiya absentes ndjiblo elbiyi yema t9ari ltam,non-offensive,Not abusive,(Abainia 2020),DZ
" blida djafna ou maliha mraghef
ou sam7ona ntouma wlad blad ou 7ena brawiya ",non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhh wahad trig sabon o wahad gargor hadi hawch bitch beni tamo,non-offensive,Not abusive,(Abainia 2020),DZ
Liji belida jedide ala yamat egolek hanoni ahe ya belida ya halaba ya mesahat el renayene haghakom,offensive,Abusive,(Abainia 2020),DZ
Blida f demena rebi yahefedha li ma yaerefch o ma selache mea chikhena boulayedi rebi yetewelo fi omro ma yaerefch blida,non-offensive,Not abusive,(Abainia 2020),DZ
Sidi madani khasroha doka markhas kanat shaba balasa hadik kho,offensive,Abusive,(Abainia 2020),DZ
Ma aykhosha walo al blida sarilha kima alyamat kima kant anhabouha,non-offensive,Not abusive,(Abainia 2020),DZ
ma 9osthach fal rkham! en plein blv dir les feux rouges; blida ma fihach bibliotheque grave!!! ou dir 2al les moyens de transports fi wast blad dir voix de transport urbain makach li yamchi fiha appart les transport en commun! zid les réseaux unitaires ga3 mbouchyine ki ti2 alchta blida ta2mal !!! ou khali ou khali mazalatlak khadma kbira ......,non-offensive,Not abusive,(Abainia 2020),DZ
hadi mahich houkouma hadi houkoumet tbezniz .....ma nach 3arfin winta ylabiw talabat el cha3be el djazairi,non-offensive,Not abusive,(Abainia 2020),DZ
Chofi okhti Sidali na3arfoh mlih mlih raho Hasab roho haja kbira w howa rahom yakhadmo bih hala très bien rahom jayin les jours w tassam3i,non-offensive,Not abusive,(Abainia 2020),DZ
Nta sidhoum sid el wali allah iberek lah ikhalik Lina nch,non-offensive,Not abusive,(Abainia 2020),DZ
Allahoumma arhmha wa mad essabr li awliaiha wa entakem fi man kana sababen fi hadhihi eldjarima echenaa Allahouma Aaamiiin,non-offensive,Not abusive,(Abainia 2020),DZ
Machine ghir elredjel fihada koun kayen enssa bezaf Lima redjal,non-offensive,Not abusive,(Abainia 2020),DZ
Oui sah ybet a3la ih yasbah 3la lala kol youm b loune,non-offensive,Not abusive,(Abainia 2020),DZ
Enchallah enahioue elmarchi elmouazi mina djedour (les racines ) parce que hadak mizbala kbira machi marchi,offensive,Abusive,(Abainia 2020),DZ
Wmza3ma machi 9adrin ydiro hakda wellah rir 9adrin mes allah rallab hna dayrin kima hak,non-offensive,Not abusive,(Abainia 2020),DZ
Ghir 3la chira li jamais yeghol9o tri9 cha3b daymn mekhsous,non-offensive,Not abusive,(Abainia 2020),DZ
Ihh Belhadj Zouhir yasama nta ki rak 3ayech f USA tahdar f 09 hakda 3ib 3lik w rabi yahdik,offensive,Abusive,(Abainia 2020),DZ
Ana 9ritha fe journan khawti ghlto hthi ta3 sixième w zido hwso mlihh t3rfo,non-offensive,Not abusive,(Abainia 2020),DZ
Amine ya Alh akchf Hada almojrime inchalh fi a9rbe wa9te wale i3dame kalb ⚖⛽️,offensive,Abusive,(Abainia 2020),DZ
Ya wadi rakom fooooooor hhhhh rabi yahfedkom chba7 lwrida ;),non-offensive,Not abusive,(Abainia 2020),DZ
Saha kamel blida rahi ga3 m3a toufik makhloufi anta fooooooort,non-offensive,Not abusive,(Abainia 2020),DZ
Hadi trig bin dowar sa3ada w swidani boujem3a(hawch gro) 9riba l boufarik,non-offensive,Not abusive,(Abainia 2020),DZ
Mir ta3 klakh hasbia allah w ni3ma lwakil win troh m'en zawaliya yak lmondat takhlas lyom ou ghadwa,non-offensive,Not abusive,(Abainia 2020),DZ
3 em lahla tarb7houm sur tou hana fa Blida 9a3dnlha allh yan3hlhoum ga3 wine yatl9o,offensive,Abusive,(Abainia 2020),DZ
Wach idirou bik dorka khlas waslouk lelmouhal rabi yahafdek,non-offensive,Not abusive,(Abainia 2020),DZ
Krit fi sa3d dahlb ou dok rani fi London nkml na9ra master,non-offensive,Not abusive,(Abainia 2020),DZ
" Ysamouha Tri9 Saboun , Soumaa Wilaya de blida , Takhraj f Douar sa3ad , Hawch El Gro ou Boufarik tani ",non-offensive,Not abusive,(Abainia 2020),DZ
Oui sah houma rahom 3arfin 3lach harkouha bsah mayanfa3 m3ahom walou ni el hadra ni el drib myahachmouch 3la rwahom el chri3a el nas troh liha dor nchalah imoutou,non-offensive,Not abusive,(Abainia 2020),DZ
Marahoch 3la el khalech te3 mali raho 3la lgbala li jiw yeskno fe blida,non-offensive,Not abusive,(Abainia 2020),DZ
Trik cheffa kima nkoulou en face la pste win rzhi kayna dok librerie,non-offensive,Not abusive,(Abainia 2020),DZ
Bon courage chèr sportif ce nest pas de ta faute lmasouline rkhas khsara fihoum la jeunesses algerienne lah yerham chouhada rijal,offensive,Abusive,(Abainia 2020),DZ
yaw diri nhar wenroho w khaliha dji je te jure nadfenha tema hhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
pfff nchllh ya7akmook l Irhab w ygat3ook morçouat morçouat :3 jyaha,offensive,Abusive,(Abainia 2020),DZ
elmir mazalou raged allah ghaleb!!! yestennahoum 7ettane imoutou!! ensuite i9oulek chef daira en suite elwali en suite mana3ref chkoun!!!,non-offensive,Not abusive,(Abainia 2020),DZ
Nchalah rabi yahafdk nchalah kamal kima rah raho foooo,non-offensive,Not abusive,(Abainia 2020),DZ
" Smahli ya admin.. Nta wech dert ll (gbala) ???
Raho ben niveau te3 la page t3ek.
Ya elli rak tede3a bli nta blidi d'origine yew rak ma tet3acherch. ",offensive,Abusive,(Abainia 2020),DZ
" Ma nhare al ja side sl wali sl hala raha bahia w bdat tazian marhba marhba b side al wali
(Basahe ki ysamouhe ?) ",non-offensive,Not abusive,(Abainia 2020),DZ
Gllou ya baba manergoudche m3ak ellila gllou tehannit men techek,offensive,Abusive,(Abainia 2020),DZ
###### ouled y3ich blala cité makan walou sahra hhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
Rabi yahafdo nchllh bih makona rah ndirou welooo ou rabi ywaf9akkkkk ya lidjabtak mra ta3 asal,non-offensive,Not abusive,(Abainia 2020),DZ
wine rahome e chayatine li 9alo el mire raho khadame hado chekoune yake wassete el belade ou mewatenine yak yessehakou e sekona 3anedehome demande me 9abel ma yezide hade el monegole ta3e el mire howa lihe chari vila fi espania ou zawali marmiye,offensive,Abusive,(Abainia 2020),DZ
Mahfoud w khti ana win ndirha ya nsibi wala batalna hhhhhhhh,non-offensive,Not abusive,(Abainia 2020),DZ
ahamdou rabi ma 3andkomch walou kana3a ya khawtiii rahi djaya bachwiya andi 29ans fel blida jamais chaftha hakda ou nkolo rabi 3awnek slm,non-offensive,Not abusive,(Abainia 2020),DZ
oui oui sofian ... hmd 3la salamt ou inchala maykoun waloy,non-offensive,Not abusive,(Abainia 2020),DZ
bon jour 3la khoua yak 3labalek ana ma nkoulek ou nta ma yekhfak,non-offensive,Not abusive,(Abainia 2020),DZ
placet la3rab Mohamed Bouloubia l'épicier ex voisin te3 bekri fi beb khouikha (polo)hhh,non-offensive,Not abusive,(Abainia 2020),DZ
Hhhhhh rjal taghresse chjar w hado yjo ya7ar9ohom wji ntta t9olena 3andhom elha9 w khadmethom aya khalina saha,non-offensive,Not abusive,(Abainia 2020),DZ
3lah machi le responsable ynakas masrika ou yzidha falkhadma machi khir,non-offensive,Not abusive,(Abainia 2020),DZ
hasou balhayine bach yhasou balmouta la hayata liman tonadi akhi,non-offensive,Not abusive,(Abainia 2020),DZ
Ih lanif ta3 l djam3iya hhh khatini mantaba3hach c pour ça masma3tch,non-offensive,Not abusive,(Abainia 2020),DZ
ChouF khtk oumb3d ahdar 3la nas + nta bayan baLi gabLi aya tarbah Frr tahya nAs Blida :* :*,offensive,Abusive,(Abainia 2020),DZ
Kima elyoum ou ghawda mé me nhare samdi ou rouhe ma chekiteche,non-offensive,Not abusive,(Abainia 2020),DZ
Alah yahafdak w ykadrak mr l.wali alah yardaa alik dir hade l jmaaa taa ls parking win nroho kaynin hata dakhal lghaba taa cherea ...mr l wali alah yaajraak khir w ywafkak...amin,non-offensive,Not abusive,(Abainia 2020),DZ
iiih yak nta rak tkol fiiha khoya raho.jayebha bachwiya bach yreja3ha wriida pk li kano hakminha mn kbel kachma chafna manhom ! Machfna walo.manhom,non-offensive,Not abusive,(Abainia 2020),DZ
###### hhhh ak hna magoutlkch happy berset to u sahbiii,non-offensive,Not abusive,(Abainia 2020),DZ
Yakho c n'importe de quoi hna ga3 des algériens kyn 3ibad my7bouch blidiyin hadok maymatlouch ga3 nasse àlr rana ga3 khawa #peace,non-offensive,Not abusive,(Abainia 2020),DZ
###### jai pas compris la fin du commentaire taak mais bn ana nakhdamha hadi batal machi bzoukh 3lik mais ki twali hadi khedamti win rah le problem mohamed rasol alah gal ya ayouha ladina amano man 3amal minkom 3amalan felyotkinh wela rani ghalt goli mais wech dakahl budjet ?/ waalach makanch draham fe lalgerie ? salam khou,non-offensive,Not abusive,(Abainia 2020),DZ
" Wach lmerza9..nass labass hado ana ntrach9alhoum b1
Nchallah kthar w kthar.. ",non-offensive,Not abusive,(Abainia 2020),DZ
Oui c bn kho yak 9otlek mantaba3hach ntaba3 ###### ou had l 3am tla3na ou l hmd,non-offensive,Not abusive,(Abainia 2020),DZ
ta vu khouya loukan li yaghalt ykhlas welah maysralk hagda loukan fe kech blad hadi yroh yejri yekhdamha et grib yboslak yedak car khdamto hna lala belmagloub nta tboslo yedo bech yakhdam khdamto li wasah 3liha rabi et rasol avant doula,non-offensive,Not abusive,(Abainia 2020),DZ
" mddrr , ihaa batata flio klaha 3andi ou nkar el 3echra khouna el merza9 :p ",non-offensive,Not abusive,(Abainia 2020),DZ
Nnnn hadi hiya pq hadi fi dibi ta3 rbi3 o doka rahi hakda o ida kadabtni arwa7 tchof b3aynak ya akhi Bach taaman,non-offensive,Not abusive,(Abainia 2020),DZ
c pour l'encourager sinon c des idées en + rak faham Blida kanat warda mes maintenant rahi ....,non-offensive,Not abusive,(Abainia 2020),DZ
" Oui walh c vrai sma3to 5,la3ni hasbali lgaz f kch dar jiran ",non-offensive,Not abusive,(Abainia 2020),DZ
Yroh y9awad habat kamal wlad nas 3ladjal chwiya parking o zawali ma y3ich wala lazam n9awdolo o yakhdam besif 3lih o lah yatlag sra7hom psq machi hal.hada za3ma 9odja wali wala ki takhfalhom kamal yhabtohom bohadma lah ydjib lkhir,offensive,Abusive,(Abainia 2020),DZ
لمن تقرأ زبورك يا داوود --- felbled hadi t7ab yatouk soukna c lazem tebni berraka ou bien tu devien un klochard - unfortunalty,non-offensive,Not abusive,(Abainia 2020),DZ
mais c normal lati betta7wass w el USMB - bahadlouna allah ibahdal bihoum!! wellah ghir ikhellsouha devant le grand dieu!!,non-offensive,Not abusive,(Abainia 2020),DZ
les admins hata ntouma thabo echabin baatlk msg drebtni blouha labas rigelha f tboul,non-offensive,Not abusive,(Abainia 2020),DZ
Ma aquthara el ahbabi hiina taoouddouhoum wa lakinnahom fi ennaaibati kalilou,non-offensive,Not abusive,(Abainia 2020),DZ
Teeeeeeezzzz fako,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tnaket,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Kamal ou aynikoulak ta sœur,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh ta3t,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
roh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"ya admin f lakhra t9btha , tsama li ysm3 mamido wlid lablad au lé ysm3 ghna t3 club dyalo k3ba, ch3b ykhmem b trmto 👌",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nekthaa hna ya siyed ‘,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hada 3ndo prblm m3a wlad 16     amchi nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wach dakhl l football ya nik yamk ya lka3ba  ya l9ahwi yarbk mais vraiment  7mar  😕 norm,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nikha Tedjri kho,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
roh ya zebi n3rfokom ki djo la capital tniko tswira f monuments dirha profil 3am w 12 chhar matbedlhach,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nk mk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yawdi nta ta3ti zokk  bech telbes hedo 😏,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik mok ya nhag nhag byna wnta tsiporti csc wela oran nhag nhag arwh tchuf l3assima wtswr f ma9am chah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya hbb dkhl rask  ftrmtk psk rak nktlha htchun ymaha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hna Nktha Frr,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nktha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wch d5l crb dok ana wa9il ani ntnaQ f l39l,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ta3yiw La9lw,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Naktlha rabha kho ki jbadt lusma
Ya kho jyaht  ou khrit fiha
Visit 3la les clube algerois.🖕",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
G3rtha ki jbat lballon ya zebi Nsiporti CRB ou mantb3ch lokhr,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
9wd USMA w li m3jboch klami ydo fi zb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya zbi wxh ak habna nsupurtiw CSC wkil wla Ztif mtmnykch bina,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
❤️🤍❤️🤍 nkmk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yakhi tarma ya kh,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Moloduia chwkR ya na9ch❤💚,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Kmk 🤦🏻‍♀️😕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Mouloudia  nk mok
Dir by by 3la l pag",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya zebi survet ralya 3lik t9oli te3 k3ab🤣🤣,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
hhhhhh ttmnyk wasmak tn ghalya 3la wach labs nta mlfok lltaht wen + tahki 3la mouloudia admin rouh tar9,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"#BLa__ma__nkatrou_LAKLAMM
#Li__yatazaa__La3Lam >> #Ghir__yasumè__F3aLouu_______yemaah__Nikouhalou 
#CRB 💞",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nta thdr 3la USMA zamel ki nta roh ynikok ya khi nokch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Na3tiz mok mn 3a,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wali nako khtak nsithom,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
M9sthch g3a thdr ela des 3ibad wslou ll3almia azabi ou nta insane t3aif mak mdayr walou fi hyiatk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
l3tay 🤣🤣,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nasma3hom wnalbas 🐊 wzab fik,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
chalal fomek 9bal ma te7ki 3la #USMA zok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mouka3ab ya zebi thki 3a crb ya zamel,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
wyedek fougou 💪🐊,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Vive mca ow ydk fih,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Vive usma mchi ta3t,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Tahki 3la l 3asima ya no9ch ou nta Lokan tchof soolking 9damek tboslo redjlih b3ch yatsawer m3ak cha3b 3atay 
CRB 💪💪",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wch dkhL 💚❤ kmk 😏😏,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Wch mjbdk fi likipat  ga3d  ki zbi 
  Viva Usma. ❤️🖤",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"  Viva Usma d aljeri ❤️🖤 
Aw  ro7 ta3ti bik BL memes wala wch ismoh yana9ch",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Niko khtk nsitha normalmo tzid thatha m3a,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Zokok ya lmazda,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yamak mana lhatchon yamak yawlid fransa,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k omak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik amouk harki baya3 blado,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tiz amok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik omk le kahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Sondwitch ta3 tizomok a rkhis amchi nik amok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rou7 ya na9ch ida tbghi lkhir lblad skat 3lina tfoo,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Saaappppiii harki w zid kavi m9awda lafric ya chkop,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nikoumek ila yawme el kiyema,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaw nik mok amir fr,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Dorka dzayr daro laha raise cbb wdnia machia normal wnta wch ga3d ta3ty f trmik,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik yamak ya fayah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik mouk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok yawald l9ahba arwah la jazaya wahki hakda matahkich Man lkoti hadak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
hada wlid 9a7ba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Bsha krahtak nik moik chta rak bge 3ndana ktena,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tauz,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
you rou tnayak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaw nahr99999999 hatchoun yemaaaaankkkkkkkk l9hbbbbbbaaaa,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaou.  rouhe ya noko.,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh te3ti ya na9ch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
rooh nik hatchon yamak ya na9ch nta rak farihaa wahna natnako roh nik mok madbrch alina,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Sewa ta3 mok enta ou aherar,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
roh ta3t,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Adidas nike wela jus d'Orange te3 bana,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Saha na9ch . Nta rahi taharak fik France b telecom,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
tharkhom pipa mn 3andk ya wjah rokhes,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yakhi na9che yakh,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
rouh nikomak ya kalb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Reh chef li n......k,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tarmtak mach,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik sawa ta3 mok awl France a diyout mi Rah jayk nhar ghir matkhafch ta9chira nglbohalk bal wah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya khouya ahbat l dzayer w ma tahbasch tema nesta3raf bik haba tatkhalat à wahd l3atay,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik mouk.ua li siyad malour .,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
hhhhhhhh 3taaayyy,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Aw tiiiz mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yamak ya wlid l9ahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yuba Tilkout nik zbi ma the3awdhas,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Dayrin ki namy,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
M tali li9 tkoun na9ch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ennahar nta3 nemi hadi jamais nef3at ghir tbahdel fina,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
blad zeb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ki zby,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
😢 bleed Raheet F zby,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Fuck tv maych lazm problem nass l tfarjhom,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
❤️💚 fuck yo,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok nsiporti Mouloudia ou ydak fih,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ynahra9 hatchoun yemak hta nta w 3andak 3ou9da man Mouloudia,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaki zaml nta bayna ymk charbt lpolich bah t9otlk bsah zadt zkara ana moulodia Ou ydk fih,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Niklekk yemaaaak ya wlid l 9ehba 😂😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nhebb mouloudia w yedaq fih  wnehi ze**bi mla page taek ya drarri tae ze**b,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
roh nik mok 💚❤,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mouloudia kbira alik yakhi nksh 🟢🔴,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Niyak men la page hbib,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
mca kbira 3likom yejoh nam kahlo brk 🔥🔥🔥💪💪,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
ah ya chnwi n7kmk n963k shriki 😂🤣,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
W bello yazebi??????,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Moulodia wydkom fi zb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Surtout bts ta3 chkopi,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nhebou mouloudia w amchi ta3ti,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Wch dakhal mouloudia Nik 3am3ak 
Nta wa7ed mhadouk li mayakhirjich lbara ou t7abou ti7o m9wadin f fcb balak darkom ou maya3arfoukch ya zbi ",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hachonn yemmak A L'adm,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mou bouma,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
al hjon yeMak amis n 4:00 n sveh nal hjon yemathwen ayaraven ayibatar,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok a l'admine . nik matkoum a le doux . y'a n9oucha y'a 9hab ya kwava . 9bayli o zebi wa9ef . o li ma3ejbouch el hal iyroh nik hechon mo,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wsh l paga ta3 wlad l9hab hadi 👆nik hatchoun ymakoum m terf l terf ya lk3ab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Kmk ³,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Amchi nik mok t7ab tsma3 ymak awld l9af,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hia ani meshni 9bayli mais roh nik 40 tizomok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mohim bntahom metrmin w ya3rfou yetwrkou yzhoulk zbk 😀😀😂😂😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Asma3 lhtchoun ta3 yamak 3la 7 ta3 sba7🤣🤣,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
a miss Lqahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nique ta mère fils de pute va ..zouve va ..boudba3 tehha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
